1,1,122.12,332.7,136.95999999999998,61.5,1,1,1.0
1,2,209.48,250.67,95.19000000000003,41.05000000000004,1,1,1.0
1,3,732.0,267.08,75.42999999999995,38.629999999999995,1,1,1.0
2,1,97.7,336.6,136.60000000000002,60.89999999999998,1,1,1.0
2,2,209.5,250.67,95.17000000000002,41.08000000000001,1,1,1.0
2,3,719.7,269.6,72.19999999999993,37.299999999999955,1,1,1.0
3,1,73.0,340.2,139.5,61.30000000000001,1,1,1.0
3,2,209.53,250.67,95.14000000000001,41.109999999999985,1,1,1.0
3,3,706.4,270.3,72.80000000000007,38.69999999999999,1,1,1.0
4,1,47.9,343.0,142.79999999999998,63.39999999999998,1,1,1.0
4,2,209.55,250.67,95.12,41.140000000000015,1,1,1.0
4,3,692.7,272.6,75.69999999999993,38.39999999999998,1,1,1.0
5,1,23.2,347.4,146.9,63.0,1,1,1.0
5,2,209.58,250.67,95.09,41.16,1,1,1.0
5,3,679.0,274.6,76.39999999999998,39.19999999999999,1,1,1.0
6,1,0.2,352.1,146.0,63.099999999999966,1,1,1.0
6,2,209.6,250.67,95.07000000000002,41.190000000000026,1,1,1.0
6,3,664.1,276.6,79.0,38.799999999999955,1,1,1.0
7,1,0.2,354.9,123.0,66.80000000000001,1,1,1.0
7,2,209.63,250.67,95.04000000000002,41.22,1,1,1.0
7,3,649.9,277.7,78.30000000000007,42.400000000000034,1,1,1.0
8,1,0.2,358.5,101.2,68.89999999999998,1,1,1.0
8,2,209.65,250.67,95.02000000000001,41.25000000000003,1,1,1.0
8,3,635.4,279.4,79.70000000000005,42.0,1,1,1.0
9,1,0.2,366.0,78.3,54.89999999999998,1,1,1.0
9,2,209.68,250.67,94.99000000000001,41.28,1,1,1.0
9,3,621.6,280.4,83.10000000000002,42.700000000000045,1,1,1.0
10,1,0.2,369.3,51.699999999999996,54.30000000000001,1,1,1.0
10,2,209.7,250.67,94.97000000000003,41.30000000000004,1,1,1.0
10,3,606.0,282.5,82.79999999999995,44.0,1,1,1.0
11,1,0.2,380.2,27.8,46.400000000000034,1,1,1.0
11,2,209.73,250.67,94.94000000000003,41.33000000000001,1,1,1.0
11,3,590.3,285.0,84.60000000000002,43.0,1,1,1.0
12,2,209.75,250.67,94.92000000000002,41.359999999999985,1,1,1.0
12,3,574.9,285.7,86.39999999999998,46.5,1,1,1.0
13,2,209.78,250.67,94.89000000000001,41.390000000000015,1,1,1.0
13,3,560.0,288.1,85.20000000000005,44.099999999999966,1,1,1.0
14,2,209.8,250.67,94.87,41.41999999999999,1,1,1.0
14,3,542.5,290.2,88.70000000000005,43.0,1,1,1.0
15,2,209.83,250.67,94.84,41.45000000000002,1,1,1.0
15,3,528.0,292.6,87.89999999999998,48.39999999999998,1,1,1.0
16,2,209.85,250.67,94.82000000000002,41.47,1,1,1.0
16,3,510.0,295.0,91.5,47.30000000000001,1,1,1.0
17,2,209.88,250.67,94.79000000000002,41.50000000000003,1,1,1.0
17,3,493.5,299.3,91.79999999999995,48.39999999999998,1,1,1.0
18,2,209.9,250.67,94.77000000000001,41.53,1,1,1.0
18,3,474.2,300.3,95.40000000000003,49.0,1,1,1.0
19,2,209.93,250.67,94.74000000000001,41.56000000000003,1,1,1.0
19,3,457.5,302.4,95.89999999999998,49.5,1,1,1.0
20,2,209.95,250.67,94.72000000000003,41.59,1,1,1.0
20,3,440.1,305.4,97.89999999999998,51.60000000000002,1,1,1.0
21,2,209.98,250.67,94.69000000000003,41.62000000000003,1,1,1.0
21,3,423.9,308.1,101.10000000000002,52.19999999999999,1,1,1.0
22,2,210.0,250.67,94.67000000000002,41.640000000000015,1,1,1.0
22,3,407.1,308.1,98.59999999999997,56.0,1,1,1.0
23,2,210.03,250.67,94.64000000000001,41.66999999999999,1,1,1.0
23,3,386.1,313.7,105.09999999999997,56.5,1,1,1.0
24,2,210.05,250.67,94.62,41.70000000000002,1,1,1.0
24,3,368.3,317.0,106.09999999999997,54.10000000000002,1,1,1.0
25,2,210.08,250.67,94.59,41.72999999999999,1,1,1.0
25,3,349.6,318.0,109.39999999999998,60.10000000000002,1,1,1.0
26,2,210.1,250.67,94.57000000000002,41.76000000000002,1,1,1.0
26,3,327.9,320.8,111.90000000000003,60.099999999999966,1,1,1.0
