1,1,53.01,59.94,123.45000000000002,59.46000000000001,1,1,1.0
1,2,310.59,0.0,400.84,117.1,1,1,1.0
1,3,94.02,0.0,225.38,63.32,1,1,1.0
2,1,36.9,58.76,118.19999999999999,56.14000000000001,1,1,1.0
2,2,310.59,0.03,400.84,117.1,1,1,1.0
2,3,94.02,0.0,225.38,63.32,1,1,1.0
3,1,19.2,54.6,114.99999999999999,54.699999999999996,1,1,1.0
3,2,310.59,0.07,400.84,117.10000000000001,1,1,1.0
3,3,94.02,0.0,225.38,63.32,1,1,1.0
4,1,3.5,52.9,110.2,54.300000000000004,1,1,1.0
4,2,310.59,0.1,400.84,117.10000000000001,1,1,1.0
4,3,94.02,0.0,225.38,63.32,1,1,1.0
5,1,0.0,48.7,94.9,51.5,1,1,1.0
5,2,310.59,0.14,400.84,117.1,1,1,1.0
5,3,94.02,0.0,225.38,63.32,1,1,1.0
6,1,0.0,46.6,76.8,51.49999999999999,1,1,1.0
6,2,310.59,0.17,400.84,117.1,1,1,1.0
6,3,94.02,0.0,225.38,63.32,1,1,1.0
7,1,0.0,43.8,60.1,49.400000000000006,1,1,1.0
7,2,310.59,0.21,400.84,117.10000000000001,1,1,1.0
7,3,94.02,0.0,225.38,63.32,1,1,1.0
8,1,0.0,42.1,42.0,46.9,1,1,1.0
8,2,310.59,0.24,400.84,117.10000000000001,1,1,1.0
8,3,94.02,0.0,225.38,63.32,1,1,1.0
9,1,0.0,42.1,26.7,46.9,1,1,1.0
9,2,310.59,0.28,400.84,117.1,1,1,1.0
9,3,94.02,0.0,225.38,63.32,1,1,1.0
10,1,0.0,42.1,12.4,46.9,1,1,1.0
10,2,310.59,0.31,400.84,117.1,1,1,1.0
10,3,94.02,0.0,225.38,63.32,1,1,1.0
11,2,310.59,0.35,400.84,117.10000000000001,1,1,1.0
11,3,94.02,0.0,225.38,63.32,1,1,1.0
11,4,871.31,172.95,88.69000000000005,100.35000000000002,1,1,1.0
12,2,310.59,0.38,400.84,117.10000000000001,1,1,1.0
12,3,94.02,0.0,225.38,63.32,1,1,1.0
12,4,821.1,171.99,138.89999999999998,93.61000000000001,1,1,1.0
13,2,310.59,0.42,400.84,117.1,1,1,1.0
13,3,94.02,0.0,225.38,63.32,1,1,1.0
13,4,779.6,162.4,180.39999999999998,102.20000000000002,1,1,1.0
14,2,310.59,0.45,400.84,117.1,1,1,1.0
14,3,94.02,0.0,225.38,63.32,1,1,1.0
14,4,735.2,148.9,224.79999999999995,125.29999999999998,1,1,1.0
14,5,1.02,164.27,16.400000000000002,77.19,1,1,1.0
15,2,310.59,0.49,400.84,117.10000000000001,1,1,1.0
15,3,94.02,0.0,225.38,63.32,1,1,1.0
15,4,695.6,142.1,264.4,119.6,1,1,1.0
15,5,1.02,164.27,31.88,77.19,1,1,1.0
16,2,310.59,0.52,400.84,117.10000000000001,1,1,1.0
16,3,94.02,0.0,225.38,63.32,1,1,1.0
16,4,655.1,137.3,304.9,113.79999999999998,1,1,1.0
16,5,1.02,168.1,50.18,81.1,1,1,1.0
17,2,310.59,0.56,400.84,117.1,1,1,1.0
17,3,94.02,0.0,225.38,63.32,1,1,1.0
17,4,619.4,129.6,258.6,109.0,1,1,1.0
17,5,1.02,168.1,69.48,99.4,1,1,1.0
18,2,310.59,0.59,400.84,117.1,1,1,1.0
18,3,94.02,0.0,225.38,63.32,1,1,1.0
18,4,584.7,126.7,251.79999999999995,103.2,1,1,1.0
18,5,1.02,168.1,93.58,113.9,1,1,1.0
19,2,310.59,0.63,400.84,117.10000000000001,1,1,1.0
19,3,94.02,0.0,225.38,63.32,1,1,1.0
19,4,547.0,118.7,246.0,101.10000000000001,1,1,1.0
19,5,1.02,174.9,115.78,119.6,1,1,1.0
20,2,310.59,0.66,400.84,117.10000000000001,1,1,1.0
20,3,94.02,0.0,225.38,63.32,1,1,1.0
20,4,514.4,110.0,234.45000000000005,101.1,1,1,1.0
20,5,1.02,180.7,141.07999999999998,126.10000000000002,1,1,1.0
21,2,310.59,0.7,400.84,117.1,1,1,1.0
21,3,94.02,0.0,225.38,63.32,1,1,1.0
21,4,484.3,106.4,228.7,98.9,1,1,1.0
